date,cams_no2_daily,temp_2m_mean,temp_2m_min,wind_speed_mean,wind_speed_min,wind_dir_mean,precip_sum,blh_mean,blh_min,temp_850_mean,inversion_flag,stagnation_flag,sirocco_flag,rain_flag,doy_sin,doy_cos,no2_lag1,no2_lag2,no2_lag3,no2_lag7,no2_ma7
2021-02-25,37.46119,12.887584,8.910501,6.6293406,3.7585104,172.88744,0.0,322.91666,30.0,,1,0,0,0,0.8214765533024142,0.5702422926917871,15.47032,9.589042,9.461187,63.92694,26.721462385995046
2021-02-26,36.821922,13.3355,9.160501,7.6339016,4.0249224,132.21452,0.0,312.5,35.0,,1,0,0,0,0.8311706263658079,0.5560174366570446,37.46119,15.47032,9.589042,44.109592,25.68036665235247
2021-02-27,36.694065,12.812584,9.0105,5.98758,0.8049845,195.21819,0.0,263.33334,15.0,,1,0,0,0,0.8406184056344782,0.5416278206559814,36.821922,37.46119,15.47032,43.47032,24.71233000074114
2021-02-28,23.652967,13.5605,8.8605,7.367508,1.609969,186.71458,0.0,333.75,15.0,,1,0,0,0,0.8498170915275278,0.5270777086423722,36.694065,36.821922,37.46119,27.488585,24.16438470567976
2021-03-01,14.703197,14.343834,10.6105,9.506875,6.638072,113.184265,0.0,477.08334,115.0,,1,0,0,0,0.8587639582758029,0.5123714121284237,23.652967,36.694065,36.821922,9.461187,24.91324315752302
2021-03-02,12.913243,15.402167,12.7605,15.296273,8.427383,113.487785,0.0,665.2083,245.0,,1,0,0,0,0.8674563547295968,0.49751328890718066,14.703197,23.652967,36.694065,9.589042,25.388129098074778
2021-03-03,12.018266,15.589667,13.960501,17.588959,13.441071,99.42057,0.0,898.5417,645.0,,0,0,0,0,0.8758917051442429,0.48250774176121847,12.913243,14.703197,23.652967,15.47032,24.894978523254395
2021-03-04,9.205481,16.158417,15.0105,20.467981,15.021105,122.57056,0.6,731.0417,535.0,,0,0,1,0,0.8840675099433636,0.4673592171580022,12.018266,12.913243,14.703197,37.46119,20.858448709760392
2021-03-05,11.506849,15.7438345,13.7605,19.49187,12.313893,69.48759,1.4000001,604.7917,275.0,,1,0,0,0,0.8919813464595485,0.45207220393230435,9.205481,12.018266,12.913243,36.821922,17.242009707859584
2021-03-06,21.607306,15.575084,13.710501,12.409102,7.5685663,134.29193,0.0,438.75,165.0,,1,0,1,0,0.8996308696522433,0.43665123195606403,11.506849,9.205481,12.018266,36.694065,15.08675834110805
2021-03-07,9.589042,15.552167,13.2605,13.714499,7.10031,112.58475,0.0,554.375,210.0,,1,0,0,0,0.9070138128026359,0.4211008707960896,21.607306,11.506849,9.205481,23.652967,13.07762609209333
2021-03-08,9.844749,15.887584,13.3105,14.802245,4.73506,100.2967,1.5,477.08334,45.0,,1,0,0,0,0.9141279881853337,0.40542572835999735,9.589042,21.607306,11.506849,14.703197,12.383562224251884
2021-03-09,31.707764,15.293834,12.1105,8.138171,0.5091169,191.56386,1.5,316.25,10.0,,1,0,1,0,0.9209712877166346,0.38963044953078796,9.844749,9.589042,21.607306,12.913243,15.068493706839424
2021-03-10,52.036533,15.512584,12.710501,17.378328,7.2359104,302.6925,0.1,907.2917,135.0,,1,0,0,0,0.9275416835791966,0.37371971479046906,31.707764,9.844749,9.589042,12.018266,20.78538908277239
2021-03-11,42.44749,14.437584,11.3605,15.455785,4.510787,180.555,0.0,846.0417,60.0,,1,0,1,0,0.9338372288229252,0.35769823883312546,52.036533,31.707764,9.844749,9.205481,25.534247670854842
2021-03-12,30.173517,14.154251,9.0605,12.44263,4.829907,210.36946,0.0,413.54166,25.0,,1,0,1,0,0.9398560579418954,0.3415707691678556,42.44749,52.036533,31.707764,11.506849,28.200914519173757
2021-03-13,39.50685,15.0146675,10.7605,8.424249,4.379589,152.46681,0.0,324.375,60.0,,1,0,1,0,0.9455963874271426,0.3253420847119801,30.173517,42.44749,52.036533,21.607306,30.757992471967423
2021-03-14,48.073063,15.06675,9.710501,7.5655694,2.3051248,269.1153,0.0,586.4583,15.0,,1,0,0,0,0.9510565162951535,0.30901699437494745,39.50685,30.173517,42.44749,9.589042,36.25570978437151
2021-03-15,42.319633,15.67925,12.660501,21.195444,8.12197,314.20715,0.0,1353.75,120.0,,1,0,0,0,0.9562348265919056,0.29260033563334836,48.073063,39.50685,30.173517,9.844749,40.894978931971956
2021-03-16,37.589043,15.231334,11.910501,24.692963,17.339897,300.294,0.0,1485.0,560.0,,0,0,0,0,0.9611297838723007,0.27609697309746883,42.319633,48.073063,39.50685,31.707764,41.73516164507185
2021-03-17,34.13699,14.839667,11.5105,15.243972,2.4149535,271.2145,0.0,998.125,155.0,,1,0,0,0,0.9657399376548549,0.2595117970697999,37.589043,42.319633,48.073063,52.036533,39.17808396475656
2021-03-18,39.378998,15.137584,10.5105,9.230294,3.2599385,206.3997,0.0,648.75,110.0,,1,0,1,0,0.9700639218515071,0.2428497220959356,34.13699,37.589043,42.319633,42.44749,38.7397278376988
